"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001614485.1_ASM161448v1_genomic","GCA_001683595.1_NGF2_genomic","GCA_001891695.1_ASM189169v1_genomic","GCA_001891995.1_ASM189199v1_genomic","GCA_001901445.1_ASM190144v1_genomic","GCA_001911775.1_ASM191177v1_genomic"
"group_2194","","hypothetical protein","1","1","1","63","5329","105","2","","362","362","362","GCA_001614485_01170","","","","",""
"group_2195","","hypothetical protein","1","1","1","63","5330","105","3","","1016","1016","1016","GCA_001614485_01171","","","","",""
"group_2196","","hypothetical protein","1","1","1","63","5331","105","4","","422","422","422","GCA_001614485_01172","","","","",""
"group_2197","","hypothetical protein","1","1","1","63","5332","105","1","","206","206","206","GCA_001614485_01173","","","","",""
"higB-1","","Toxin HigB-1","1","1","1","63","5323","183","1","","302","302","302","GCA_001614485_01179","","","","",""
"group_220","","hypothetical protein","1","1","1","69","4","103","4","","221","221","221","GCA_001614485_04761","","","","",""
"aroH_1","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive","1","1","1","63","4223","1","1495","","1034","1034","1034","GCA_001614485_01193","","","","",""
"group_2207","","hypothetical protein","1","1","1","63","4224","1","1496","","293","293","293","GCA_001614485_01194","","","","",""
"group_2208","","hypothetical protein","1","1","1","63","4225","1","1497","","182","182","182","GCA_001614485_01195","","","","",""
"cvaA","","Colicin V secretion protein CvaA","1","1","1","63","4187","1","1513","","1274","1274","1274","GCA_001614485_01197","","","","",""
"apxIB_1","","Toxin RTX-I translocation ATP-binding protein","1","1","1","63","4186","1","1512","","2096","2096","2096","GCA_001614485_01198","","","","",""
"ntdC","","Glucose-6-phosphate 3-dehydrogenase","1","1","1","63","4184","1","1510","","404","404","404","GCA_001614485_01200","","","","",""
"group_2212","","Sugar transporter SemiSWEET","1","1","1","63","4183","1","1509","","269","269","269","GCA_001614485_01201","","","","",""
"hapE","","4-hydroxyacetophenone monooxygenase","1","1","1","63","4182","1","1508","","980","980","980","GCA_001614485_01202","","","","",""
"group_2214","hsdR_1","Type-1 restriction enzyme R protein","1","1","1","63","1750","1","545","","3113","3113","3113","GCA_001614485_01231","","","","",""
"group_2215","","hypothetical protein","1","1","1","63","1751","1","546","","554","554","554","GCA_001614485_01232","","","","",""
"group_2216","","hypothetical protein","1","1","1","63","1752","1","547","","839","839","839","GCA_001614485_01233","","","","",""
"group_2217","","hypothetical protein","1","1","1","63","1753","1","548","","1034","1034","1034","GCA_001614485_01234","","","","",""
"group_2218","","hypothetical protein","1","1","1","63","1754","1","549","","218","218","218","GCA_001614485_01235","","","","",""
"group_2219","","hypothetical protein","1","1","1","63","1755","1","550","","200","200","200","GCA_001614485_01236","","","","",""
"group_222","","hypothetical protein","1","1","1","63","2610","35","1","","311","311","311","","","","","GCA_001901445_02249",""
"group_2220","","hypothetical protein","1","1","1","63","1756","1","551","","347","347","347","GCA_001614485_01237","","","","",""
"group_2221","","hypothetical protein","1","1","1","63","1757","1","552","","623","623","623","GCA_001614485_01238","","","","",""
"group_2222","","hypothetical protein","1","1","1","63","1760","1","555","","164","164","164","GCA_001614485_01241","","","","",""
"group_2223","","hypothetical protein","1","1","1","63","1761","1","556","","983","983","983","GCA_001614485_01242","","","","",""
"group_2224","","hypothetical protein","1","1","1","63","1762","1","557","","602","602","602","GCA_001614485_01243","","","","",""
"group_2225","","hypothetical protein","1","1","1","63","1763","1","558","","512","512","512","GCA_001614485_01244","","","","",""
"group_2236","papB","Major pilu subunit operon regulatory protein PapB","1","1","1","63","4448","1","1084","","272","272","272","GCA_001614485_01259","","","","",""
"group_2237","","hypothetical protein","1","1","1","63","4449","1","1085","","902","902","902","GCA_001614485_01260","","","","",""
"group_2238","","hypothetical protein","1","1","1","63","4446","1","1115","","239","239","239","GCA_001614485_01262","","","","",""
"group_2239","","hypothetical protein","1","1","1","63","4445","1","1133","","377","377","377","GCA_001614485_01263","","","","",""
"group_2240","","hypothetical protein","1","1","1","63","4481","1","1134","","458","458","458","GCA_001614485_01264","","","","",""
"group_2242","","hypothetical protein","1","1","1","63","4484","1","1137","","623","623","623","GCA_001614485_01267","","","","",""
"group_2249","","hypothetical protein","1","1","1","63","7913","1","410","","224","224","224","GCA_001614485_01277","","","","",""
"group_225","acm","Lysozyme M1","1","1","1","63","6296","703","1","","632","632","632","","","","","","GCA_001911775_00956"
"group_2250","","hypothetical protein","1","1","1","63","7914","1","411","","389","389","389","GCA_001614485_01278","","","","",""
"group_2251","yahB_2","putative HTH-type transcriptional regulator YahB","1","1","1","63","7915","1","412","","890","890","890","GCA_001614485_01279","","","","",""
"codB_2","","Cytosine permease","1","1","1","63","7916","1","413","","1220","1220","1220","GCA_001614485_01280","","","","",""
"atzF_2","","Allophanate hydrolase","1","1","1","63","7917","1","414","","389","389","389","GCA_001614485_01281","","","","",""
"col","","Colicin-E2","1","1","1","63","4250","1","1475","","233","233","233","GCA_001614485_01292","","","","",""
"imm","","Colicin-E2 immunity protein","1","1","1","63","4249","1","1474","","257","257","257","GCA_001614485_01293","","","","",""
"mdtH_1","","Multidrug resistance protein MdtH","1","1","1","63","4248","1","1473","","1232","1232","1232","GCA_001614485_01294","","","","",""
"group_2257","fecE","Fe(3 ) dicitrate transport ATP-binding protein FecE","1","1","1","63","4247","1","1472","","761","761","761","GCA_001614485_01295","","","","",""
"hmuU_1","","Hemin transport system permease protein HmuU","1","1","1","63","4246","1","1471","","1037","1037","1037","GCA_001614485_01296","","","","",""
"hmuT_1","","Hemin-binding periplasmic protein HmuT","1","1","1","63","4245","1","1470","","998","998","998","GCA_001614485_01297","","","","",""
"pinR_2","","Serine recombinase PinR","1","1","1","63","4244","1","1469","","590","590","590","GCA_001614485_01298","","","","",""
"group_2261","","hypothetical protein","1","1","1","63","4243","1","1468","","1010","1010","1010","GCA_001614485_01299","","","","",""
"group_2262","","hypothetical protein","1","1","1","63","4242","1","1467","","233","233","233","GCA_001614485_01300","","","","",""
"group_2263","","hypothetical protein","1","1","1","63","4241","1","1466","","365","365","365","GCA_001614485_01301","","","","",""
"group_2264","","hypothetical protein","1","1","1","63","3122","1","156","","1151","1151","1151","","","","","GCA_001901445_04631",""
"group_2266","","hypothetical protein","1","1","1","63","4240","1","1465","","1151","1151","1151","GCA_001614485_01302","","","","",""
"group_2267","","hypothetical protein","1","1","1","63","3090","1","1441","","353","353","353","GCA_001614485_01304","","","","",""
"group_2268","","hypothetical protein","1","1","1","63","3089","1","1440","","479","479","479","GCA_001614485_01305","","","","",""
"group_2269","","hypothetical protein","1","1","1","63","3088","1","1439","","380","380","380","GCA_001614485_01306","","","","",""
"group_2271","","hypothetical protein","1","1","1","63","5624","166","2","","329","329","329","GCA_001614485_01316","","","","",""
"group_2272","","hypothetical protein","1","1","1","63","5623","166","1","","386","386","386","GCA_001614485_01317","","","","",""
"yjcS_1","","Putative alkyl/aryl-sulfatase YjcS","1","1","1","63","6588","5","3","","1976","1976","1976","GCA_001614485_01411","","","","",""
"cph2_1","","Phytochrome-like protein cph2","1","1","1","63","6589","5","1","","1049","1049","1049","GCA_001614485_01412","","","","",""
"group_2280","","hypothetical protein","1","1","1","63","6586","5","57","","302","302","302","GCA_001614485_01415","","","","",""
"group_2281","","hypothetical protein","1","1","1","63","6585","5","56","","194","194","194","GCA_001614485_01416","","","","",""
"group_2282","","hypothetical protein","1","1","1","63","1903","137","1","","542","542","542","GCA_001614485_01417","","","","",""
"group_2283","icsA_1","Outer membrane protein IcsA autotransporter","1","1","1","63","1904","137","2","","911","911","911","GCA_001614485_01418","","","","",""
"group_2290","rhaR_1","HTH-type transcriptional activator RhaR","1","1","1","63","1538","26","1","","815","815","815","GCA_001614485_01466","","","","",""
"yicJ_1","","Inner membrane symporter YicJ","1","1","1","63","1539","26","2","","1400","1400","1400","GCA_001614485_01467","","","","",""
"hypBA1","","Non-reducing end beta-L-arabinofuranosidase","1","1","1","63","1540","26","3","","1970","1970","1970","GCA_001614485_01468","","","","",""
"group_2296","","hypothetical protein","1","1","1","63","7419","1","1724","","467","467","467","GCA_001614485_01476","","","","",""
"group_2297","","hypothetical protein","1","1","1","63","7420","1","1725","","152","152","152","GCA_001614485_01477","","","","",""
"group_2298","","hypothetical protein","1","1","1","63","7421","1","1726","","524","524","524","GCA_001614485_01478","","","","",""
"group_2299","","hypothetical protein","1","1","1","63","7422","1","1727","","410","410","410","GCA_001614485_01479","","","","",""
"group_2301","","hypothetical protein","1","1","1","37","7","334","3","","206","206","206","","","GCA_001891695_01047","","",""
"group_2302","intA_1","Prophage integrase IntA","1","1","1","63","7414","1","1743","","1241","1241","1241","GCA_001614485_01485","","","","",""
"group_2303","","hypothetical protein","1","1","1","63","7413","1","1742","","257","257","257","GCA_001614485_01486","","","","",""
"group_2304","","hypothetical protein","1","1","1","63","7412","1","1741","","578","578","578","GCA_001614485_01487","","","","",""
"group_2305","","hypothetical protein","1","1","1","63","7411","1","1740","","305","305","305","GCA_001614485_01488","","","","",""
"group_2306","","hypothetical protein","1","1","1","63","7388","1","1739","","197","197","197","GCA_001614485_01489","","","","",""
"group_2307","","hypothetical protein","1","1","1","63","7389","1","1738","","185","185","185","GCA_001614485_01490","","","","",""
"group_2308","","hypothetical protein","1","1","1","63","7390","1","1737","","191","191","191","GCA_001614485_01491","","","","",""
"group_2309","","hypothetical protein","1","1","1","63","7391","1","1736","","221","221","221","GCA_001614485_01492","","","","",""
"group_2310","","hypothetical protein","1","1","1","63","7392","1","1735","","299","299","299","GCA_001614485_01493","","","","",""
"group_2311","","hypothetical protein","1","1","1","63","7393","1","1734","","1754","1754","1754","GCA_001614485_01494","","","","",""
"group_2312","","hypothetical protein","1","1","1","63","7394","1","1733","","314","314","314","GCA_001614485_01495","","","","",""
"group_2313","ssb_1","Single-stranded DNA-binding protein","1","1","1","63","7395","1","1732","","422","422","422","GCA_001614485_01496","","","","",""
"group_2315","","hypothetical protein","1","1","1","63","7408","1","71","","542","542","542","GCA_001614485_01500","","","","",""
"group_2316","","hypothetical protein","1","1","1","63","7409","1","72","","281","281","281","GCA_001614485_01501","","","","",""
"fadH_2","","2,4-dienoyl-CoA reductase [NADPH]","1","1","1","63","486","752","1","","815","815","815","","","","GCA_001891995_01310","",""
"group_2322","","hypothetical protein","1","1","1","63","5913","141","2","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","212","212","212","GCA_001614485_01534","","","","",""
"oppA_1","","Periplasmic oligopeptide-binding protein","1","1","1","63","671","1","995","","164","164","164","GCA_001614485_01576","","","","",""
"group_2325","","hypothetical protein","1","1","1","63","681","196","1","","869","869","869","GCA_001614485_01589","","","","",""
"group_2326","","hypothetical protein","1","1","1","63","682","288","1","","98","98","98","GCA_001614485_01592","","","","",""
"group_2327","","hypothetical protein","1","1","1","63","686","110","1","","314","314","314","GCA_001614485_01603","","","","",""
"group_2335","relE","mRNA interferase RelE","1","1","1","63","3068","1","1695","","287","287","287","GCA_001614485_01668","","","","",""
"group_2337","","hypothetical protein","1","1","1","63","2589","1","1254","","737","737","737","GCA_001614485_01741","","","","",""
"fcuA","","Ferrichrome receptor FcuA","1","1","1","63","2588","1","1255","","2165","2165","2165","GCA_001614485_01743","","","","",""
"btuF_1","","Vitamin B12-binding protein","1","1","1","63","2587","1","1256","","989","989","989","GCA_001614485_01744","","","","",""
"group_2340","hmuU_2","Hemin transport system permease protein HmuU","1","1","1","63","2586","1","1257","","1058","1058","1058","GCA_001614485_01745","","","","",""
"fepC_2","","Ferric enterobactin transport ATP-binding protein FepC","1","1","1","63","2585","1","1258","","767","767","767","GCA_001614485_01746","","","","",""
"group_2342","","hypothetical protein","1","1","1","63","2584","1","1259","","257","257","257","GCA_001614485_01747","","","","",""
"group_2343","","hypothetical protein","1","1","1","63","2583","1","1260","","125","125","125","GCA_001614485_01748","","","","",""
"group_2344","","hypothetical protein","1","1","1","63","2582","1","1261","","146","146","146","GCA_001614485_01749","","","","",""
"group_2346","","hypothetical protein","1","1","1","63","4415","1","1160","","791","791","791","GCA_001614485_01752","","","","",""
"group_2347","","hypothetical protein","1","1","1","63","4414","1","1159","","599","599","599","GCA_001614485_01753","","","","",""
"group_2348","","hypothetical protein","1","1","1","63","4413","1","1158","","383","383","383","GCA_001614485_01754","","","","",""
"group_2349","","hypothetical protein","1","1","1","63","4412","1","1157","","425","425","425","GCA_001614485_01755","","","","",""
"yedQ_3","","putative diguanylate cyclase YedQ","1","1","1","63","4622","216","1","","755","755","755","GCA_001614485_03336","","","","",""
"group_2350","","hypothetical protein","1","1","1","63","4411","1","1156","","566","566","566","GCA_001614485_01756","","","","",""
"group_2351","","hypothetical protein","1","1","1","63","4410","1","1155","","197","197","197","GCA_001614485_01757","","","","",""
"group_2352","","hypothetical protein","1","1","1","63","4409","1","1154","","638","638","638","GCA_001614485_01758","","","","",""
"ogl","","Oligogalacturonate lyase","1","1","1","63","4408","1","1153","","1172","1172","1172","GCA_001614485_01759","","","","",""
"gno","","Gluconate 5-dehydrogenase","1","1","1","63","4407","1","1152","","800","800","800","GCA_001614485_01760","","","","",""
"group_2355","","hypothetical protein","1","1","1","63","4406","1","1151","","323","323","323","GCA_001614485_01761","","","","",""
"yjmB","","putative symporter YjmB","1","1","1","63","4405","1","1150","","1514","1514","1514","GCA_001614485_01762","","","","",""
"pelX","","Pectate disaccharide-lyase","1","1","1","63","4404","1","1149","","2234","2234","2234","GCA_001614485_01763","","","","",""
"group_2358","","hypothetical protein","1","1","1","63","4403","1","1148","","962","962","962","GCA_001614485_01764","","","","",""
"group_2359","","hypothetical protein","1","1","1","63","4402","1","1147","","458","458","458","GCA_001614485_01765","","","","",""
"pic_2","","Serine protease pic autotransporter","1","1","1","63","2758","1","886","","3512","3512","3512","GCA_001614485_01859","","","","",""
"group_2369","","hypothetical protein","1","1","1","63","2760","1","888","","479","479","479","GCA_001614485_01861","","","","",""
"group_2372","","hypothetical protein","1","1","1","63","2768","1","896","","1934","1934","1934","GCA_001614485_01866","","","","",""
"group_2373","","hypothetical protein","1","1","1","63","2769","1","895","","170","170","170","GCA_001614485_01867","","","","",""
"group_2374","","hypothetical protein","1","1","1","63","2770","1","894","","311","311","311","GCA_001614485_01868","","","","",""
"rcsB_1","","Transcriptional regulatory protein RcsB","1","1","1","63","2771","1","893","","530","530","530","GCA_001614485_01869","","","","",""
"group_2376","","hypothetical protein","1","1","1","63","2772","1","892","","464","464","464","GCA_001614485_01870","","","","",""
"group_2384","","hypothetical protein","1","1","1","63","1438","19","3","","1223","1223","1223","GCA_001614485_01909","","","","",""
"group_2387","","hypothetical protein","1","1","1","63","1427","19","1","","173","173","173","GCA_001614485_01915","","","","",""
"group_2392","gspI","Putative type II secretion system protein I","1","1","1","63","1131","10","15","","377","377","377","GCA_001614485_01930","","","","",""
"group_2397","papC_2","Outer membrane usher protein PapC","1","1","1","63","4843","76","1","","620","620","620","GCA_001614485_01975","","","","",""
"group_2398","yfcS","putative fimbrial chaperone YfcS","1","1","1","63","4844","76","2","","749","749","749","GCA_001614485_01976","","","","",""
"group_2399","yfcR","putative fimbrial-like protein YfcR","1","1","1","63","4845","76","3","","506","506","506","GCA_001614485_01977","","","","",""
"group_24","klcA_2","Antirestriction protein KlcA","1","1","1","63","4423","1","829","","485","485","485","","","","GCA_001891995_02078","",""
"group_240","","hypothetical protein","1","1","1","63","6305","528","2","","203","203","203","","GCA_001683595_01118","","","",""
"group_2400","yfcQ","putative fimbrial-like protein YfcQ","1","1","1","63","4846","76","4","","470","470","470","GCA_001614485_01978","","","","",""
"group_2401","yfcP","putative fimbrial-like protein YfcP","1","1","1","63","4847","76","5","","524","524","524","GCA_001614485_01979","","","","",""
"group_2402","","hypothetical protein","1","1","1","63","4848","76","6","","842","842","842","GCA_001614485_01980","","","","",""
"group_2411","","hypothetical protein","1","1","1","63","5851","301","1","","437","437","437","GCA_001614485_02099","","","","",""
"group_2413","","hypothetical protein","1","1","1","63","6254","72","3","","224","224","224","GCA_001614485_03252","","","","",""
"group_2414","","hypothetical protein","1","1","1","63","6294","4","4","","299","299","299","GCA_001614485_02131","","","","",""
"group_2426","","hypothetical protein","1","1","1","63","299","2","27","","695","695","695","GCA_001614485_02246","","","","",""
"group_2427","","hypothetical protein","1","1","1","63","300","2","28","","212","212","212","GCA_001614485_02247","","","","",""
"group_2428","","hypothetical protein","1","1","1","63","1","2","21","","212","212","212","GCA_001614485_04426","","","","",""
"mltA_1","","Membrane-bound lytic murein transglycosylase A","1","1","1","63","2544","200","1","","257","257","257","GCA_001614485_02280","","","","",""
"mltA_4","","Membrane-bound lytic murein transglycosylase A","1","1","1","63","8180","2","34","","257","257","257","GCA_001614485_04393","","","","",""
"group_2431","","hypothetical protein","1","1","1","63","1493","269","1","","227","227","227","GCA_001614485_02312","","","","",""
"group_2432","","hypothetical protein","1","1","1","63","3653","106","1","","125","125","125","GCA_001614485_02316","","","","",""
"group_2435","","hypothetical protein","1","1","1","63","3406","27","5","","1397","1397","1397","GCA_001614485_02341","","","","",""
"group_2438","","D-threonine aldolase","1","1","1","63","3412","91","1","","1220","1220","1220","GCA_001614485_02349","","","","",""
"dan","","D-aminoacylase","1","1","1","63","3414","91","2","","1442","1442","1442","GCA_001614485_02350","","","","",""
"ycdT_1","","putative diguanylate cyclase YcdT","1","1","1","18","1","653","1","Investigate","998","998","998","","","","","","GCA_001911775_00192"
"tdcF_1","","Putative reactive intermediate deaminase TdcF","1","1","1","63","3415","91","3","","389","389","389","GCA_001614485_02351","","","","",""
"opuE","","Osmoregulated proline transporter OpuE","1","1","1","63","3416","91","4","","1469","1469","1469","GCA_001614485_02352","","","","",""
"hexR_1","","HTH-type transcriptional regulator HexR","1","1","1","63","3417","91","5","","863","863","863","GCA_001614485_02353","","","","",""
"group_2443","","hypothetical protein","1","1","1","63","4957","190","1","","398","398","398","GCA_001614485_02357","","","","",""
"group_2444","","hypothetical protein","1","1","1","63","4921","270","1","","272","272","272","GCA_001614485_02394","","","","",""
"group_2446","","hypothetical protein","1","1","1","63","7070","254","1","","155","155","155","GCA_001614485_02459","","","","",""
"group_2449","","hypothetical protein","1","1","1","63","2254","1","392","","209","209","209","GCA_001614485_02486","","","","",""
"ycdT_2","","putative diguanylate cyclase YcdT","1","1","1","63","5974","1","262","","905","905","905","","","","","GCA_001901445_02978",""
"group_2456","","hypothetical protein","1","1","1","63","2203","1","383","","509","509","509","GCA_001614485_02495","","","","",""
"group_2457","","hypothetical protein","1","1","1","63","2202","1","382","","2825","2825","2825","GCA_001614485_02496","","","","",""
"group_2458","","hypothetical protein","1","1","1","63","2237","1","381","","188","188","188","GCA_001614485_02498","","","","",""
"group_2459","","hypothetical protein","1","1","1","63","2238","1","341","","281","281","281","GCA_001614485_02499","","","","",""
"group_246","","hypothetical protein","1","1","1","63","1413","324","4","","827","827","827","","","","GCA_001891995_03966","",""
"group_2460","","hypothetical protein","1","1","1","63","2239","1","342","","545","545","545","GCA_001614485_02500","","","","",""
"group_2461","","hypothetical protein","1","1","1","63","2234","1","345","","275","275","275","GCA_001614485_02502","","","","",""
"group_2479","traY","Relaxosome protein TraY","1","1","1","63","2214","1","367","","227","227","227","GCA_001614485_02522","","","","",""
"group_2480","","hypothetical protein","1","1","1","63","2204","1","368","","686","686","686","GCA_001614485_02523","","","","",""
"traM","","Relaxosome protein TraM","1","1","1","63","2205","1","369","","383","383","383","GCA_001614485_02524","","","","",""
"group_2482","","hypothetical protein","1","1","1","63","2207","1","337","","518","518","518","GCA_001614485_02527","","","","",""
"group_2483","","hypothetical protein","1","1","1","63","2206","1","336","","215","215","215","GCA_001614485_02528","","","","",""
"group_2484","","hypothetical protein","1","1","1","63","3755","265","1","","278","278","278","GCA_001614485_02535","","","","",""
"group_2490","","hypothetical protein","1","1","1","63","3819","9","10","","491","491","491","GCA_001614485_02547","","","","",""
"group_2492","","hypothetical protein","1","1","1","63","6644","214","1","","176","176","176","GCA_001614485_02600","","","","",""
"group_25","","hypothetical protein","1","1","1","89","1","162","1","Investigate","455","455","455","GCA_001614485_01858","","","","",""
"group_250","","hypothetical protein","1","1","1","63","3024","709","1","","287","287","287","","","","","","GCA_001911775_03090"
"group_2501","","hypothetical protein","1","1","1","63","6672","240","1","","218","218","218","GCA_001614485_02624","","","","",""
"group_2502","","hypothetical protein","1","1","1","63","7180","282","1","","380","380","380","GCA_001614485_02626","","","","",""
"group_2504","","hypothetical protein","1","1","1","63","3028","6","9","","353","353","353","GCA_001614485_02636","","","","",""
"group_2505","ynbA","Inner membrane protein YnbA","1","1","1","63","3031","6","6","","605","605","605","GCA_001614485_02639","","","","",""
"group_2506","cdsA_1","Phosphatidate cytidylyltransferase","1","1","1","63","3032","6","5","","896","896","896","GCA_001614485_02640","","","","",""
"hokB_2","","Toxin HokB","1","1","1","63","3025","248","1","","149","149","149","GCA_001614485_02650","","","","",""
"group_2508","hicA","putative mRNA interferase HicA","1","1","1","63","7229","95","2","","176","176","176","GCA_001614485_02665","","","","",""
"group_2509","btuB","Vitamin B12 transporter BtuB","1","1","1","63","6149","171","2","","1844","1844","1844","GCA_001614485_02680","","","","",""
"group_2515","","hypothetical protein","1","1","1","63","6185","","","","482","482","482","GCA_001614485_02717","","","","",""
"group_2524","","hypothetical protein","1","1","1","63","1881","150","2","","425","425","425","GCA_001614485_02857","","","","",""
"group_2525","","hypothetical protein","1","1","1","63","1981","150","1","","293","293","293","GCA_001614485_02858","","","","",""
"nanM","","N-acetylneuraminate epimerase","1","1","1","63","3667","292","1","","1064","1064","1064","GCA_001614485_02932","","","","",""
"group_2528","","hypothetical protein","1","1","1","63","3733","1","793","","2036","2036","2036","GCA_001614485_02936","","","","",""
"group_2532","","hypothetical protein","1","1","1","63","4080","20","1","","1640","1640","1640","GCA_001614485_02949","","","","",""
"group_2535","","hypothetical protein","1","1","1","63","6269","4","1","","422","422","422","GCA_001614485_02976","","","","",""
"group_2536","","hypothetical protein","1","1","1","63","5091","218","1","","380","380","380","GCA_001614485_02977","","","","",""
"group_2538","","hypothetical protein","1","1","1","63","4907","62","4","","215","215","215","GCA_001614485_03016","","","","",""
"mopA_2","","Molybdenum-pterin-binding protein MopA","1","1","1","63","8","2","4","","428","428","428","GCA_001614485_04480","","","","",""
"group_2541","","hypothetical protein","1","1","1","63","68","181","1","","155","155","155","GCA_001614485_03028","","","","",""
"group_2542","","hypothetical protein","1","1","1","63","10","2","6","","155","155","155","GCA_001614485_04478","","","","",""
"edcC_2","","Phenolic acid decarboxylase subunit C","1","1","1","63","20","2","129","","1427","1427","1427","GCA_001614485_04468","","","","",""
"group_2545","","hypothetical protein","1","1","1","63","262","11","5","","536","536","536","GCA_001614485_03059","","","","",""
"group_2546","","hypothetical protein","1","1","1","63","41","2","108","","536","536","536","GCA_001614485_04447","","","","",""
"ygcB_1","","CRISPR-associated endonuclease/helicase Cas3","1","1","1","63","60","11","1","","2657","2657","2657","GCA_001614485_03061","","","","",""
"ygcB_2","","CRISPR-associated endonuclease/helicase Cas3","1","1","1","63","43","2","106","","2657","2657","2657","GCA_001614485_04445","","","","",""
"group_255","","hypothetical protein","1","1","1","63","777","","","","602","602","602","","","GCA_001891695_01310","","",""
"group_2550","","hypothetical protein","1","1","1","63","598","296","1","","4556","4556","4556","GCA_001614485_03097","","","","",""
"group_2552","","hypothetical protein","1","1","1","63","448","","","","281","281","281","GCA_001614485_03186","","","","",""
"group_2553","","hypothetical protein","1","1","1","63","3575","203","1","","122","122","122","GCA_001614485_03201","","","","",""
"group_2556","","hypothetical protein","1","1","1","63","6257","72","8","","272","272","272","GCA_001614485_03255","","","","",""
"group_2557","","hypothetical protein","1","1","1","63","6258","72","7","","293","293","293","GCA_001614485_03256","","","","",""
"group_2558","xerD_7","Tyrosine recombinase XerD","1","1","1","63","6259","72","6","","980","980","980","GCA_001614485_03257","","","","",""
"group_2559","","hypothetical protein","1","1","1","63","6233","121","2","","665","665","665","GCA_001614485_03272","","","","",""
"group_2570","","hypothetical protein","1","1","1","63","3242","87","1","","266","266","266","GCA_001614485_03359","","","","",""
"group_2571","","hypothetical protein","1","1","1","63","3053","87","2","","260","260","260","GCA_001614485_03360","","","","",""
"group_2572","fliD","Flagellar hook-associated protein 2","1","1","1","63","3055","138","1","","1415","1415","1415","GCA_001614485_03369","","","","",""
"fliC2","","Flagellin 2","1","1","1","63","3057","138","2","","1049","1049","1049","GCA_001614485_03370","","","","",""
"group_2576","","hypothetical protein","1","1","1","63","5157","219","1","","89","89","89","GCA_001614485_03459","","","","",""
"group_258","","hypothetical protein","1","1","1","63","128","12","35","","962","962","962","","","","","","GCA_001911775_02773"
"group_2580","rfaL","O-antigen ligase","1","1","1","63","1587","33","1","","1253","1253","1253","GCA_001614485_03538","","","","",""
"group_2581","","hypothetical protein","1","1","1","63","1586","33","4","","773","773","773","GCA_001614485_03539","","","","",""
"group_2582","gspA_2","General stress protein A","1","1","1","63","1585","33","5","","1028","1028","1028","GCA_001614485_03540","","","","",""
"group_2593","","hypothetical protein","1","1","1","63","1084","70","5","","1043","1043","1043","GCA_001614485_03581","","","","",""
"pagN","","Outer membrane protein PagN","1","1","1","63","1082","70","7","","746","746","746","GCA_001614485_03583","","","","",""
"group_2595","","hypothetical protein","1","1","1","63","1080","70","3","","497","497","497","GCA_001614485_03585","","","","",""
"hsdM_2","","Type I restriction enzyme EcoKI M protein","1","1","1","63","1079","70","2","","1979","1979","1979","GCA_001614485_03586","","","","",""
"hsdS","","Type-1 restriction enzyme EcoKI specificity protein","1","1","1","63","1078","70","1","","1286","1286","1286","GCA_001614485_03587","","","","",""
"group_26","","hypothetical protein","1","1","1","75","3","130","1","","971","971","971","GCA_001614485_04738","","","","",""
"group_260","","hypothetical protein","1","1","1","56","1","388","1","Investigate","656","656","656","","","GCA_001891695_02151","","",""
"group_261","","hypothetical protein","1","1","1","63","2789","1","114","","656","656","656","","","GCA_001891695_02163","","",""
"group_2610","","hypothetical protein","1","1","1","63","5220","251","1","","179","179","179","GCA_001614485_03634","","","","",""
"yicJ_3","","Inner membrane symporter YicJ","1","1","1","63","544","30","7","","1331","1331","1331","GCA_001614485_03677","","","","",""
"dasR","","HTH-type transcriptional repressor DasR","1","1","1","63","543","30","8","","752","752","752","GCA_001614485_03678","","","","",""
"group_262","","hypothetical protein","1","1","1","63","2714","7","19","","266","266","266","","","GCA_001891695_04247","","",""
"group_2620","","hypothetical protein","1","1","1","63","542","30","9","","1076","1076","1076","GCA_001614485_03679","","","","",""
"group_2621","","hypothetical protein","1","1","1","63","541","30","10","","998","998","998","GCA_001614485_03680","","","","",""
"rbsK_3","","Ribokinase","1","1","1","63","540","30","11","","914","914","914","GCA_001614485_03681","","","","",""
"group_2623","","hypothetical protein","1","1","1","63","539","30","15","","236","236","236","GCA_001614485_03682","","","","",""
"group_2624","","hypothetical protein","1","1","1","63","538","30","14","","854","854","854","GCA_001614485_03683","","","","",""
"kdgM","","Oligogalacturonate-specific porin KdgM","1","1","1","63","307","30","13","","695","695","695","GCA_001614485_03684","","","","",""
"group_2626","","hypothetical protein","1","1","1","63","308","30","12","","869","869","869","GCA_001614485_03685","","","","",""
"group_263","","hypothetical protein","1","1","1","63","5382","1","43","","266","266","266","","","GCA_001891695_04482","","",""
"group_2631","","hypothetical protein","1","1","1","86","1","163","1","Investigate","281","281","281","GCA_001614485_03716","","","","",""
"wfgD_2","","UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD","1","1","1","63","6545","46","4","","752","752","752","GCA_001614485_03834","","","","",""
